x,y,heading,curvature
2.609708431877070112e+01,-4.323266768378608127e+00,-3.792132631339922844e-01,3.249302169778378602e-01
2.621154335364459698e+01,-4.366322398907211522e+00,-3.408827911478968797e-01,2.999080648648026481e-01
2.632645836290775776e+01,-4.404835530698879786e+00,-3.065987327722944911e-01,2.642093220487973793e-01
2.644241373542303108e+01,-4.439621882247653417e+00,-2.771937287431829877e-01,2.205105845243389706e-01
2.655999386005325036e+01,-4.471497172047568469e+00,-2.532537718884765310e-01,1.720780655732371822e-01
2.667976093677999572e+01,-4.501290888631428011e+00,-2.362611583669394499e-01,7.414291128000646824e-02
2.680133447014906878e+01,-4.530417541133935799e+00,-2.375050911563833522e-01,-9.264751035323143258e-02
2.692306090244708017e+01,-4.561081679270190037e+00,-2.595284974641834386e-01,-2.593040124326126405e-01
2.704319653848777349e+01,-4.595543790523314520e+00,-3.029033115820889410e-01,-4.377763016972284760e-01
2.715999768308489948e+01,-4.636064362376432157e+00,-3.690324485346048733e-01,-6.357704876673638816e-01
2.727172064105221594e+01,-4.684903882312668522e+00,-4.595966184482304651e-01,-8.518003590296916450e-01
2.737662171720348070e+01,-4.744322837815147409e+00,-5.754786727577363425e-01,-1.066742052834010579e+00
2.747326043364229875e+01,-4.816155288608454654e+00,-6.982075285421835975e-01,-8.788709176915795451e-01
2.756269945507419550e+01,-4.898715015314219379e+00,-7.864480265780601220e-01,-5.742545006356095660e-01
2.764723484983803914e+01,-4.988581208989573135e+00,-8.396930283597542344e-01,-2.936191355288425564e-01
2.772917133589059091e+01,-5.082320896355034812e+00,-8.598710336293804435e-01,-3.279419585519721680e-02
2.781081363118860850e+01,-5.176501104131120634e+00,-8.479459718927343514e-01,2.255126228614039718e-01
2.789418980569569939e+01,-5.268100672124139017e+00,-8.175743310924238338e-01,2.173275433021098491e-01
2.797945723263802265e+01,-5.356883124703374577e+00,-7.950206822494628733e-01,1.484800401186143204e-01
2.806599835558693101e+01,-5.443765532189247303e+00,-7.811722123666384743e-01,7.703517447252085371e-02
2.815319313489242958e+01,-5.529668661379552042e+00,-7.761834552226294370e-01,4.361769820854310455e-03
2.824042153090449148e+01,-5.615513279072081865e+00,-7.801069446240412875e-01,-6.839223648332777572e-02
2.832715694012187768e+01,-5.702082624188271609e+00,-7.884207330513797185e-01,-5.824390276709578290e-02
2.841339396869761202e+01,-5.789392771571724161e+00,-7.943305012415947663e-01,-3.810791853090570586e-02
2.849930788037246643e+01,-5.877193887692035545e+00,-7.977837417463818914e-01,-1.813848638239665134e-02
2.858507411578969126e+01,-5.965235878637505706e+00,-7.987908332829418701e-01,1.742062344631099000e-03
2.867086811559256532e+01,-6.053268650496442582e+00,-7.973556027830189796e-01,2.161547312823065142e-02
2.875682835389519099e+01,-6.141089503188574383e+00,-7.950037310118850398e-01,1.540196488767470173e-02
2.884292244351058088e+01,-6.228714793491042734e+00,-7.935750983074223441e-01,7.854731525730924285e-03
2.892906866629054008e+01,-6.316224124131141870e+00,-7.930746406992208453e-01,2.934131492794106282e-04
2.901518529931201940e+01,-6.403697103957862957e+00,-7.935034045487868726e-01,-7.282283174385959304e-03
2.910119061975538557e+01,-6.491213341754594524e+00,-7.948622505835509777e-01,-1.462402277778126689e-02
2.918704340471588310e+01,-6.578826748857211193e+00,-7.960208181645802572e-01,-4.261393476414308649e-03
2.927285783614227554e+01,-6.666492631256923929e+00,-7.959075329336722238e-01,6.104692352935156899e-03
2.935878536508344183e+01,-6.754142647469465466e+00,-7.945237723254272577e-01,1.643078914299007584e-02
2.944497744258825733e+01,-6.841708456010562323e+00,-7.918744715346610619e-01,2.667341849933270795e-02
2.953158547061169514e+01,-6.929121734443808300e+00,-7.879836474699247750e-01,3.347141026951303694e-02
2.961862085442405146e+01,-7.016368477395095837e+00,-7.859260052568856070e-01,-2.820514045417162069e-05
2.970564838162908217e+01,-7.103607961876797106e+00,-7.879909654802201846e-01,-3.354257481375974570e-02
2.979214397095425682e+01,-7.191033944976995329e+00,-7.942029492828458492e-01,-6.764009805029186362e-02
2.987758354112710535e+01,-7.278840183783785278e+00,-8.046326397956069520e-01,-1.028846403155949246e-01
2.996144408771588985e+01,-7.367220042654470724e+00,-8.192065064081703873e-01,-1.171918589887814138e-01
3.004380442760984948e+01,-7.456147397821887068e+00,-8.256181741371190208e-01,1.197801414660692662e-02
3.012634569281984298e+01,-7.545011750840571629e+00,-8.163247303062286520e-01,1.404183851383035142e-01
3.021101275738697112e+01,-7.633106414842437459e+00,-7.917022833357226785e-01,2.602961728218012305e-01
3.029975049535235954e+01,-7.719724702959398499e+00,-7.527844321869783251e-01,3.635950202812250898e-01
3.039449155445575457e+01,-7.804164366434052980e+00,-7.026168214443500037e-01,3.412069924901477980e-01
3.049456927280512630e+01,-7.886666698099061179e+00,-6.849027490937169560e-01,-6.117366494037228264e-02
3.059351397974360864e+01,-7.969579465541085206e+00,-7.190122617054917065e-01,-4.805236002797640960e-01
3.068407026037924723e+01,-8.055535659144382521e+00,-8.109990439780871974e-01,-1.026791528636205930e+00
3.075898269982006283e+01,-8.147168269293207032e+00,-9.748033746386863818e-01,-1.779109560926945832e+00
3.081103319996104517e+01,-8.247096744514296418e+00,-1.218182415491729120e+00,-2.292751967495624044e+00
3.083703419660160350e+01,-8.356477896265445793e+00,-1.445597104663133736e+00,-1.713160861135648139e+00
3.084137794335009630e+01,-8.473717902275517133e+00,-1.610114385629379141e+00,-1.111955289044196160e+00
3.082929391461469137e+01,-8.596919121919336604e+00,-1.717522884944640227e+00,-6.508935540806427555e-01
3.080601158480358848e+01,-8.724183914571739251e+00,-1.778673253656928743e+00,-3.119159268982414357e-01
3.077676042832496250e+01,-8.853614639607544134e+00,-1.801391884969854251e+00,-3.699452912833240542e-02
3.074676991958700611e+01,-8.983313656401589853e+00,-1.788770220738870487e+00,2.302185179634840539e-01
3.072113255357412243e+01,-9.111433030608733219e+00,-1.744890851456343928e+00,3.627242109298627892e-01
3.070190324649949432e+01,-9.237227086433842160e+00,-1.700827929756251855e+00,3.274802500641355030e-01
3.068816079038056799e+01,-9.361030106360303193e+00,-1.662842428564931696e+00,2.804199958198748122e-01
3.067885929033568715e+01,-9.483221618513139717e+00,-1.631863541782115679e+00,2.235795921918021512e-01
3.067295285148323813e+01,-9.604181151017392892e+00,-1.608609604106547408e+00,1.593017655937127852e-01
3.066939557894156465e+01,-9.724288231998095000e+00,-1.593589983815510980e+00,8.997495626710455552e-02
3.066714157782904593e+01,-9.843922389580281873e+00,-1.587117905953484565e+00,1.790208563901660513e-02
3.066514495326403988e+01,-9.963463151888987568e+00,-1.589324195386307093e+00,-5.470742950445944830e-02
3.066235981036490443e+01,-1.008329004704924259e+01,-1.600164544747679995e+00,-1.256667229870432334e-01
3.065774025425000104e+01,-1.020378260318608987e+01,-1.619416945340224512e+00,-1.927241383040149136e-01
3.065024039003769118e+01,-1.032532034842455104e+01,-1.646670437285297384e+00,-2.535252829449405332e-01
3.063881432284635054e+01,-1.044828281088966726e+01,-1.681310697920545660e+00,-3.056799469111532441e-01
3.062241615779432635e+01,-1.057304951870647081e+01,-1.722511444661611435e+00,-3.469615739651801256e-01
3.060000000000000142e+01,-1.069999999999999929e+01,-1.769242039982602543e+00,-3.756189028356101689e-01
